,FlrOnset,Flrmaxtime,Flrendtime,FlrPeakFlux,Flareq,xrsclass,optclass,optlocation,region,radiopatrol,TypeII,TypeIIDur,TypeIV,TypeIVDur,cmepatrol,cmeonset,cmespeed,satid,FlrHpTime,FlrIntFlux,FlrIntFlux2,IntFluxQ,tmewe,emmewe,tchianti,emchianti,Association,S1,S2,S3,S4,S5,GT100,Width,sep,1MHz_fluence,1MHz_close_freq,typeIII_int,FlarePersistence
3840,2001-05-08T00:32:00.000,2001-05-08T00:55:00.000,2001-05-08T01:17:00.000,9.99e-06,-1.0,C9.9,1F,N23W43,9445,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-05-08T01:17:00.000,0.0162,0.0151,,10.2,49.7,13.0,48.8,None,,,,,,,,0,12060.305025919175,1040.0,12060.305025919175,3.9e-06
3841,2001-05-10T00:59:00.000,2001-05-10T02:03:00.000,2001-05-10T04:43:00.000,5.55e-06,16.0,C5.5,1N,N24W65,9445,Yes,0,-1.0,0,-1.0,Yes,2001-05-10T01:31:40.000,1056.0,G8,2001-05-10T03:43:00.000,0.0392,0.0308,,6.98,49.7,10.1,48.7,None,,,,,,,198.0,0,2103089.692483175,1040.0,2103089.692483175,1.5e-06
3843,2001-05-12T22:31:00.000,2001-05-12T23:35:00.000,2001-05-12T23:45:00.000,3.01e-05,16.0,M3.0,1B,S17E00,9455,Yes,1,5.0,1,20.0,Yes,2001-05-12T23:00:05.000,453.0,G8,2001-05-12T23:45:00.000,0.0289,0.0265,,15.6,49.8,16.6,49.2,None,,,,,,,22.0,0,7632957.785496441,1040.0,7632957.785496441,5.7e-06
3844,2001-05-13T02:58:00.000,2001-05-13T03:04:00.000,2001-05-13T03:08:00.000,3.63e-05,-1.0,M3.6,SN,S18W01,9455,Yes,1,3.0,0,-1.0,Yes,2001-05-13T03:50:05.000,434.0,G8,2001-05-13T03:08:00.000,0.012,0.0116,,19.1,49.8,18.4,49.3,None,,,,,,,118.0,0,8332.348502121742,1040.0,8332.348502121742,3.0000000000000004e-05
3846,2001-05-17T19:24:00.000,2001-05-17T19:56:00.000,2001-05-17T20:05:00.000,7.02e-06,-1.0,C7.0,1F,N13W19,9454,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-05-17T20:05:00.000,0.00835,0.00599,,9.02,49.7,12.0,48.7,None,,,,,,,,0,19383.90507080104,1040.0,19383.90507080104,1.2e-05
3847,2001-05-17T21:30:00.000,2001-05-17T21:42:00.000,2001-05-17T22:15:00.000,4.1e-06,144.0,C4.0,SF,N22E52,9461,Yes,0,-1.0,0,-1.0,Yes,2001-05-17T22:06:05.000,497.0,G8,2001-05-17T22:15:00.000,0.00808,0.00422,,7.31,49.7,10.5,48.6,None,,,,,,,50.0,0,333345.1114129099,1040.0,333345.1114129099,1.2e-05
3849,2001-05-24T19:21:00.000,2001-05-24T19:44:00.000,2001-05-24T20:04:00.000,1.27e-05,-1.0,M1.2,1N,N07E29,9468,Yes,1,24.0,0,-1.0,Yes,2001-05-24T20:26:05.000,387.0,G8,2001-05-24T20:04:00.000,0.0179,0.0165,,10.4,49.8,13.2,49.1,None,,,,,,,112.0,0,52702.958449412385,1040.0,52702.958449412385,2.7e-06
3850,2001-05-25T19:06:00.000,2001-05-25T19:37:00.000,2001-05-25T19:57:00.000,5.23e-06,-1.0,C5.2,1F,N03E16,9468,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-05-25T19:57:00.000,0.01,0.00853,,8.47,49.8,11.5,48.8,None,,,,,,,,0,24542.98581724942,1040.0,24542.98581724942,1.2e-05
3851,2001-06-04T07:53:00.000,2001-06-04T08:12:00.000,2001-06-04T08:20:00.000,2.49e-05,-1.0,M2.4,1F,S18E57,9488,Yes,1,5.0,0,-1.0,Yes,2001-06-04T08:30:05.000,760.0,G8,2001-06-04T08:20:00.000,0.015,0.0142,,12.9,49.8,14.9,49.1,None,,,,,,,95.0,0,4040570.7159459493,1040.0,4040570.7159459493,5.6e-06
3852,2001-06-04T22:28:00.000,2001-06-04T22:59:00.000,2001-06-04T23:09:00.000,1.79e-05,16.0,M1.7,SF,S04W03,9484,Yes,0,-1.0,0,-1.0,Yes,2001-06-05T00:30:05.000,390.0,G8,2001-06-04T23:09:00.000,0.017,0.0149,,15.2,49.8,16.3,49.0,None,,,,,,,74.0,0,584913.2113973817,1040.0,584913.2113973817,2.4e-05
3853,2001-06-05T04:36:00.000,2001-06-05T04:51:00.000,2001-06-05T05:01:00.000,2.52e-05,-1.0,M2.5,2N,S18E44,9488,Yes,0,-1.0,1,13.0,Yes,2001-06-05T05:06:05.000,836.0,G8,2001-06-05T05:01:00.000,0.0203,0.0195,,11.2,49.9,13.7,49.2,None,,,,,,,150.0,0,9971873.391719522,1040.0,9971873.391719522,2.4e-05
3856,2001-06-11T04:16:00.000,2001-06-11T04:51:00.000,2001-06-11T05:32:00.000,5e-06,144.0,C5.0,SN,S00W67,9494,Yes,0,-1.0,0,-1.0,Yes,2001-06-11T04:54:05.000,1647.0,G8,2001-06-11T05:32:00.000,0.0149,0.0112,,6.71,49.8,9.7,48.7,None,,,,,,,37.0,0,99741.04274202036,1040.0,99741.04274202036,8.7e-06
3861,2001-06-13T04:20:00.000,2001-06-13T04:33:00.000,2001-06-13T04:44:00.000,2.05e-05,-1.0,M2.0,1F,S25E74,9502,Yes,1,1.0,0,-1.0,Yes,2001-06-13T05:06:05.000,509.0,G8,2001-06-13T04:44:00.000,0.0168,0.0142,,15.7,49.9,16.6,49.0,None,,,,,,,31.0,0,13981.30941986618,1040.0,13981.30941986618,6.7e-06
3862,2001-06-13T11:22:00.000,2001-06-13T11:42:00.000,2001-06-13T11:51:00.000,7.84e-05,16.0,M7.8,1N,S29E66,9502,Yes,0,-1.0,0,-1.0,Yes,2001-06-13T11:54:05.000,1109.0,G8,2001-06-13T11:51:00.000,0.0531,0.05,,15.7,50.2,16.6,49.6,None,,,,,,,44.0,0,2040051.9821632921,1040.0,2040051.9821632921,2e-05
3863,2001-06-14T09:29:00.000,2001-06-14T09:43:00.000,2001-06-14T10:37:00.000,6.58e-06,16.0,C6.5,SF,N19W58,9489,Yes,0,-1.0,0,-1.0,Yes,2001-06-14T10:31:31.000,498.0,G8,2001-06-14T10:37:00.000,0.0209,0.0133,,9.93,49.9,12.8,48.8,None,,,,,,,252.0,0,11720.759143253981,1040.0,11720.759143253981,7.8e-05
3864,2001-06-15T10:00:00.000,2001-06-15T10:13:00.000,2001-06-15T13:10:00.000,6.38e-05,-1.0,M6.3,1N,S26E41,9502,Yes,1,5.0,1,466.0,Yes,2001-06-15T10:31:33.000,1090.0,G8,2001-06-15T10:20:00.000,0.0424,0.0409,,18.7,50.1,18.2,49.5,ProtonFlare,2001-06-15T16:15:00.000,,,,,,119.0,1,1008489.5794100142,1040.0,1008489.5794100142,6.5e-06
3865,2001-06-15T22:01:00.000,2001-06-15T22:26:00.000,2001-06-15T22:40:00.000,9.9e-06,-1.0,C9.9,1F,N18E72,9506,Yes,1,5.0,0,-1.0,Yes,2001-06-15T23:02:19.000,311.0,G8,2001-06-15T22:40:00.000,0.0123,0.00927,,10.7,49.9,13.4,48.9,None,,,,,,,50.0,0,17436.467026816237,1040.0,17436.467026816237,6.3e-05
3867,2001-06-18T19:56:00.000,2001-06-18T20:21:00.000,2001-06-18T20:50:00.000,2e-05,16.0,M2.0,2N,N18E34,9506,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-06-18T20:50:00.000,0.0406,0.0376,,11.0,50.1,13.6,49.1,None,,,,,,,,0,30190.707122615542,1040.0,30190.707122615542,4.2e-06
3869,2001-06-19T23:01:00.000,2001-06-19T23:26:00.000,2001-06-20T00:20:00.000,4.22e-06,144.0,C4.2,SF,S10W37,9501,No,0,-1.0,0,-1.0,Yes,2001-06-20T00:30:05.000,849.0,G8,2001-06-20T00:20:00.000,0.0127,0.0096,,8.5,49.7,11.5,49.1,None,,,,,,,62.0,0,31249.660445829057,1000.0,31249.660445829057,4.7e-06
3871,2001-06-22T21:09:00.000,2001-06-22T21:22:00.000,2001-06-22T21:30:00.000,1.79e-05,16.0,M1.7,1N,N10E27,9511,Yes,0,-1.0,0,-1.0,Yes,2001-06-22T21:01:27.000,1242.0,G8,2001-06-22T21:30:00.000,0.0121,0.00773,,13.9,49.8,15.5,49.0,None,,,,,,,45.0,0,13956.641032706997,1040.0,13956.641032706997,6e-06
3872,2001-06-22T22:14:00.000,2001-06-22T22:22:00.000,2001-06-22T22:31:00.000,6.3e-05,-1.0,M6.2,1N,N14W47,9503,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-06-22T22:31:00.000,0.039,0.0357,,17.0,50.0,17.3,49.5,None,,,,,,,,0,9710.157030663711,1040.0,9710.157030663711,1.7e-05
3873,2001-06-23T00:10:00.000,2001-06-23T00:15:00.000,2001-06-23T00:20:00.000,5.61e-05,-1.0,M5.6,1N,N09E24,9511,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-06-23T00:20:00.000,0.0212,0.0179,,20.6,49.9,19.2,49.4,None,,,,,,,,0,58338.64934387124,1040.0,58338.64934387124,6.2e-05
3874,2001-06-23T04:00:00.000,2001-06-23T04:08:00.000,2001-06-23T04:11:00.000,0.000126,-1.0,X1.2,1B,N10E23,9511,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-06-23T04:11:00.000,0.0267,0.0255,,26.1,50.1,21.9,49.7,None,,,,,,,,0,10453.975659472999,1040.0,10453.975659472999,6.2e-05
3877,2001-07-16T02:57:00.000,2001-07-16T03:20:00.000,2001-07-16T03:29:00.000,1.21e-05,-1.0,M1.2,1N,S18W20,9539,Yes,0,-1.0,0,-1.0,Yes,2001-07-16T02:54:05.000,307.0,G8,2001-07-16T03:29:00.000,0.00821,0.00719,,12.5,49.6,14.6,49.0,None,,,,,,,142.0,0,13348.07306813644,1040.0,13348.07306813644,6.9e-06
3878,2001-07-19T09:36:00.000,2001-07-19T10:04:00.000,2001-07-19T10:17:00.000,1.88e-05,-1.0,M1.8,1B,S08W62,9537,Yes,0,-1.0,1,42.0,Yes,2001-07-19T10:30:22.000,1668.0,G8,2001-07-19T10:17:00.000,0.0173,0.0162,,11.0,49.8,13.6,49.0,None,,,,,,,166.0,0,66594.0239066419,1040.0,66594.0239066419,5.4e-06
3881,2001-08-05T22:15:00.000,2001-08-05T22:24:00.000,2001-08-05T22:29:00.000,4.91e-05,-1.0,M4.9,1N,S20W49,9557,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-08-05T22:29:00.000,0.0225,0.0209,,27.3,50.1,22.5,49.4,None,,,,,,,,0,9334.025965942132,1040.0,9334.025965942132,1.7e-05
3882,2001-08-07T07:24:00.000,2001-08-07T07:37:00.000,2001-08-07T07:47:00.000,1.17e-05,-1.0,M1.1,SF,S20W71,9557,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-08-07T07:47:00.000,0.00983,0.00822,,14.2,49.7,15.7,48.8,None,,,,,,,,0,12181.129925453508,1040.0,12181.129925453508,5.5e-06
3885,2001-08-09T00:32:00.000,2001-08-09T00:45:00.000,2001-08-09T01:07:00.000,6.09e-06,-1.0,C6.0,SF,S16W30,9569,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-08-09T01:07:00.000,0.00923,0.00692,,13.3,49.4,15.1,48.5,None,,,,,,,,0,10453.269501889603,1040.0,10453.269501889603,4.5e-06
3886,2001-08-09T18:17:00.000,2001-08-09T18:34:00.000,2001-08-09T20:25:00.000,7.81e-06,-1.0,C7.8,1F,S17E19,9570,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-08-09T18:47:00.000,0.00803,0.00662,,7.95,49.8,10.8,48.8,ProtonFlare,2001-08-09T19:25:00.000,,,,,,,1,12987.148641236437,1040.0,12987.148641236437,6e-06
3894,2001-08-24T08:18:00.000,2001-08-24T09:14:00.000,2001-08-24T09:47:00.000,1.17e-05,16.0,M1.1,SF,S15E57,9591,Yes,0,-1.0,0,-1.0,Yes,2001-08-24T09:06:05.000,607.0,G8,2001-08-24T09:47:00.000,0.0399,0.0246,,7.11,50.0,10.2,49.0,None,,,,,,,20.0,0,46075.87784540026,1040.0,46075.87784540026,5.9e-06
3898,2001-08-24T23:37:00.000,2001-08-25T00:17:00.000,2001-08-25T00:45:00.000,3.51e-05,16.0,M3.5,SF,S18E44,9591,No,0,-1.0,0,-1.0,Yes,2001-08-25T00:50:05.000,484.0,G8,2001-08-25T00:45:00.000,0.0899,0.0746,,14.3,50.0,15.8,49.3,None,,,,,,,39.0,0,104171.87733135374,1040.0,104171.87733135374,1.2e-05
3899,2001-08-25T16:21:00.000,2001-08-25T16:45:00.000,2001-08-25T17:04:00.000,0.000539,-1.0,X5.3,3B,S17E34,9591,Yes,1,11.0,1,26.0,Yes,2001-08-25T16:50:05.000,1433.0,G8,2001-08-25T17:04:00.000,0.818,0.81,,30.0,50.7,23.7,50.4,None,,,,,,,360.0,0,6567533.02143593,1040.0,6567533.02143593,3.5000000000000004e-05
3902,2001-08-28T00:01:00.000,2001-08-28T00:12:00.000,2001-08-28T00:23:00.000,1.07e-05,-1.0,M1.0,1N,S13E06,9591,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-08-28T00:23:00.000,0.00988,0.00657,,9.4,49.9,12.3,48.9,None,,,,,,,,0,9584.265288635253,1040.0,9584.265288635253,1.9e-05
3903,2001-08-28T07:40:00.000,2001-08-28T08:40:00.000,2001-08-28T08:53:00.000,1.29e-05,16.0,M1.2,SF,N12E80,9601,Yes,0,-1.0,0,-1.0,Yes,2001-08-28T08:50:05.000,283.0,G8,2001-08-28T08:53:00.000,0.0281,0.0181,,10.1,49.9,12.9,48.9,None,,,,,,,62.0,0,25155.63163667367,1040.0,25155.63163667367,1e-05
3904,2001-08-28T12:14:00.000,2001-08-28T12:29:00.000,2001-08-28T13:01:00.000,5.58e-06,16.0,C5.5,SF,S12W88,9587,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-08-28T13:01:00.000,0.0124,0.00696,,8.16,49.9,11.2,48.8,None,,,,,,,,0,11633.912952701408,1040.0,11633.912952701408,1.2e-05
3905,2001-08-28T15:53:00.000,2001-08-28T16:11:00.000,2001-08-28T16:27:00.000,1.2e-05,16.0,M1.1,SF,N15E65,9600,Yes,1,12.0,1,82.0,Yes,2001-08-28T16:27:07.000,478.0,G8,2001-08-28T16:27:00.000,0.0195,0.0118,,8.18,49.9,11.2,48.9,None,,,,,,,148.0,0,17902.179979764343,1040.0,17902.179979764343,1.2e-05
3906,2001-08-29T04:58:00.000,2001-08-29T05:23:00.000,2001-08-29T05:34:00.000,1.66e-05,16.0,M1.6,1F,N16E64,9600,Yes,0,-1.0,0,-1.0,Yes,2001-08-29T03:26:05.000,602.0,G8,2001-08-29T05:34:00.000,0.0175,0.0144,,11.7,50.0,14.1,49.0,None,,,,,,,8.0,0,14203.145889509788,1040.0,14203.145889509788,1.2e-05
3907,2001-08-29T12:29:00.000,2001-08-29T12:53:00.000,2001-08-29T13:07:00.000,1.25e-05,-1.0,M1.2,1F,N18E65,9600,Yes,0,-1.0,0,-1.0,Yes,2001-08-29T12:06:05.000,866.0,G8,2001-08-29T13:07:00.000,0.0165,0.0113,,11.1,50.0,13.7,48.9,None,,,,,,,11.0,0,47875.80243985422,1040.0,47875.80243985422,1.6000000000000003e-05
3908,2001-08-30T17:45:00.000,2001-08-30T17:57:00.000,2001-08-30T18:11:00.000,1.6e-05,-1.0,M1.5,2N,S21W28,9591,Yes,0,-1.0,0,-1.0,Yes,2001-08-30T16:06:05.000,230.0,G8,2001-08-30T18:11:00.000,0.0174,0.0139,,15.5,49.8,16.5,48.9,None,,,,,,,18.0,0,10605.611490685764,1040.0,10605.611490685764,9.6e-06
3909,2001-08-31T22:20:00.000,2001-08-31T22:42:00.000,2001-08-31T22:45:00.000,2.96e-05,16.0,M2.9,2N,N14E25,9601,Yes,1,3.0,0,-1.0,Yes,2001-08-31T23:05:05.000,482.0,G8,2001-08-31T22:45:00.000,0.00891,0.00765,,15.6,49.8,16.6,49.2,None,,,,,,,52.0,0,5524437.269591674,1040.0,5524437.269591674,1.6000000000000003e-05
3910,2001-09-02T05:53:00.000,2001-09-02T06:02:00.000,2001-09-02T06:12:00.000,1.37e-05,-1.0,M1.3,1F,S17W66,9591,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-09-02T06:12:00.000,0.0087,0.00692,,12.9,49.6,14.9,48.9,None,,,,,,,,0,9341.712187837911,1040.0,9341.712187837911,4.9000000000000005e-06
3911,2001-09-02T06:14:00.000,2001-09-02T06:25:00.000,2001-09-02T06:36:00.000,1.19e-05,-1.0,M1.1,SF,N16E18,9601,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-09-02T06:36:00.000,0.0138,0.00433,,9.85,49.9,12.7,48.9,None,,,,,,,,0,9917.137450759648,1040.0,9917.137450759648,1.3000000000000001e-05
3912,2001-09-02T11:46:00.000,2001-09-02T12:08:00.000,2001-09-02T12:33:00.000,4.73e-06,16.0,C4.7,SF,S17W71,9591,Yes,0,-1.0,0,-1.0,Yes,2001-09-02T11:50:05.000,92.0,G8,2001-09-02T12:33:00.000,0.0113,0.00667,,8.67,49.7,11.7,48.6,None,,,,,,,66.0,0,13245.64174155619,1040.0,13245.64174155619,1.3000000000000001e-05
3913,2001-09-02T13:40:00.000,2001-09-02T13:48:00.000,2001-09-02T13:54:00.000,3.04e-05,-1.0,M3.0,2N,S21W65,9591,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-09-02T13:54:00.000,0.013,0.0117,,18.0,49.8,17.8,49.2,None,,,,,,,,0,10616.525766465296,1040.0,10616.525766465296,1.3000000000000001e-05
3914,2001-09-02T16:34:00.000,2001-09-02T17:50:00.000,2001-09-02T18:07:00.000,6.48e-06,16.0,C6.4,SF,S17W75,9591,Yes,0,-1.0,0,-1.0,Yes,2001-09-02T17:20:05.000,450.0,G8,2001-09-02T18:07:00.000,0.0217,0.0156,,7.96,49.8,10.9,48.7,None,,,,,,,29.0,0,39861.29871881796,1040.0,39861.29871881796,3.0000000000000004e-05
3915,2001-09-03T09:34:00.000,2001-09-03T09:48:00.000,2001-09-03T10:05:00.000,7.28e-06,-1.0,C7.2,SF,N13W03,9601,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-09-03T10:05:00.000,0.00935,0.00607,,10.5,49.8,13.3,48.7,None,,,,,,,,0,12372.010388236491,1040.0,12372.010388236491,3.0000000000000004e-05
3916,2001-09-03T10:40:00.000,2001-09-03T10:49:00.000,2001-09-03T11:06:00.000,6.85e-06,16.0,C6.8,SF,N12E02,9601,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-09-03T11:06:00.000,0.00883,0.00528,,9.2,49.8,12.2,48.7,None,,,,,,,,0,9854.242116082169,1040.0,9854.242116082169,3.0000000000000004e-05
3919,2001-09-04T15:12:00.000,2001-09-04T15:53:00.000,2001-09-04T16:30:00.000,9.05e-06,16.0,C9.0,SF,S19E47,9606,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-09-04T16:20:00.000,0.0265,0.0126,,6.83,50.0,9.86,48.9,None,,,,,,,,0,32235.864494015066,1040.0,32235.864494015066,2.5e-05
3920,2001-09-04T18:52:00.000,2001-09-04T19:27:00.000,2001-09-04T19:54:00.000,1.04e-05,16.0,M1.0,SF,N13W20,9601,Yes,0,-1.0,0,-1.0,No,,,G8,2001-09-04T19:54:00.000,0.0324,0.0129,,8.48,49.9,11.5,48.9,None,,,,,,,,0,39257.90092802227,1040.0,39257.90092802227,2.5e-05
3921,2001-09-04T20:11:00.000,2001-09-04T20:17:00.000,2001-09-04T20:22:00.000,1.82e-05,-1.0,M1.8,1N,S19E45,9606,Yes,0,-1.0,0,-1.0,Yes,2001-09-04T20:36:53.000,259.0,G8,2001-09-04T20:22:00.000,0.00924,0.0041,,12.1,49.9,14.4,49.0,None,,,,,,,40.0,0,16609.261425754798,1040.0,16609.261425754798,1e-05
3922,2001-09-04T21:42:00.000,2001-09-04T21:59:00.000,2001-09-04T22:06:00.000,3.71e-05,-1.0,M3.7,1N,N15W23,9601,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-09-04T22:06:00.000,0.0272,0.0152,,13.4,50.0,15.2,49.3,None,,,,,,,,0,13048.930664045203,1040.0,13048.930664045203,1.8e-05
3926,2001-09-05T08:43:00.000,2001-09-05T09:21:00.000,2001-09-05T09:40:00.000,6.28e-06,-1.0,C6.2,SF,N08W28,9601,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-09-05T09:40:00.000,0.0161,0.00588,,6.16,50.0,8.96,48.9,None,,,,,,,,0,0.0,1040.0,0.0,3.7000000000000005e-05
3927,2001-09-05T14:25:00.000,2001-09-05T14:32:00.000,2001-09-05T14:34:00.000,6.08e-05,-1.0,M6.0,2B,N15W31,9601,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-09-05T14:34:00.000,0.0162,0.0143,,15.7,50.1,16.6,49.5,None,,,,,,,,0,0.0,1040.0,0.0,3.7000000000000005e-05
3928,2001-09-05T19:01:00.000,2001-09-05T19:13:00.000,2001-09-05T19:22:00.000,1.33e-05,16.0,M1.3,1N,S16E35,9606,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-09-05T19:22:00.000,0.0131,0.00714,,11.9,50.0,14.2,48.9,None,,,,,,,,0,0.0,1040.0,0.0,6.000000000000001e-05
3929,2001-09-05T22:22:00.000,2001-09-05T22:33:00.000,2001-09-05T22:46:00.000,2.24e-05,-1.0,M2.2,SF,S25E67,9608,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-09-05T22:46:00.000,0.0242,0.0139,,11.6,49.9,14.1,49.1,None,,,,,,,,0,5228.634374572635,1040.0,5228.634374572635,6.000000000000001e-05
3932,2001-09-07T15:21:00.000,2001-09-07T15:38:00.000,2001-09-07T15:51:00.000,1.22e-05,-1.0,M1.2,1F,N19W65,9601,Yes,1,12.0,1,64.0,Yes,2001-09-07T16:06:06.000,486.0,G8,2001-09-07T15:51:00.000,0.0143,0.0103,,9.57,50.0,12.5,48.9,None,,,,,,,137.0,0,105767.17031606707,1040.0,105767.17031606707,8.2e-06
3934,2001-09-08T04:38:00.000,2001-09-08T04:57:00.000,2001-09-08T05:07:00.000,1.25e-05,16.0,M1.2,SF,S28E50,9608,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-09-08T05:07:00.000,0.0146,0.0099,,7.24,49.9,10.4,48.8,None,,,,,,,,0,16237.355206852024,1040.0,16237.355206852024,1.2e-05
3935,2001-09-08T19:00:00.000,2001-09-08T19:23:00.000,2001-09-08T19:46:00.000,1.15e-05,16.0,M1.1,SF,N08W74,9601,Yes,0,-1.0,0,-1.0,Yes,2001-09-08T20:31:56.000,267.0,G8,2001-09-08T19:46:00.000,0.0224,0.0134,,9.95,49.9,12.8,48.9,None,,,,,,,104.0,0,59014.681684546886,1040.0,59014.681684546886,1.2e-05
3936,2001-09-09T02:27:00.000,2001-09-09T02:40:00.000,2001-09-09T02:48:00.000,1.96e-05,-1.0,M1.9,2B,S24E26,9608,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-09-09T02:48:00.000,0.0136,0.00963,,12.7,49.8,14.8,49.0,None,,,,,,,,0,12950.111072251748,1040.0,12950.111072251748,1.2e-05
3937,2001-09-09T15:09:00.000,2001-09-09T15:16:00.000,2001-09-09T15:21:00.000,3.42e-05,-1.0,M3.4,1N,S17E03,9607,Yes,1,16.0,0,-1.0,Yes,2001-09-09T14:54:07.000,967.0,G8,2001-09-09T15:21:00.000,0.0132,0.0109,,15.2,49.9,16.3,49.2,None,,,,,,,143.0,0,14029534.127776392,1040.0,14029534.127776392,1.9e-05
3938,2001-09-09T20:40:00.000,2001-09-09T20:45:00.000,2001-09-09T20:48:00.000,9.5e-05,-1.0,M9.5,2N,S31E26,9608,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-09-09T20:48:00.000,0.022,0.0211,,24.1,50.2,21.0,49.7,None,,,,,,,,0,9091.201731446617,1040.0,9091.201731446617,3.4e-05
3939,2001-09-10T14:44:00.000,2001-09-10T15:22:00.000,2001-09-10T15:37:00.000,8.15e-06,16.0,C8.1,SF,S16W05,9607,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-09-10T15:37:00.000,0.0147,0.00934,,8.09,50.0,11.1,48.9,None,,,,,,,,0,18179.979674844395,1040.0,18179.979674844395,9.5e-05
3943,2001-09-11T20:21:00.000,2001-09-11T20:36:00.000,2001-09-11T20:43:00.000,4.57e-05,-1.0,M4.5,SF,S12E88,9616,Yes,0,-1.0,0,-1.0,Yes,2001-09-11T21:30:10.000,646.0,G8,2001-09-11T20:43:00.000,0.0307,0.0274,,16.5,50.0,17.1,49.4,None,,,,,,,166.0,0,18141.04166937166,1040.0,18141.04166937166,2.6000000000000002e-05
3948,2001-09-14T05:46:00.000,2001-09-14T06:06:00.000,2001-09-14T06:24:00.000,5.82e-06,16.0,C5.8,SF,S10E46,9616,Yes,0,-1.0,0,-1.0,Yes,2001-09-14T06:31:26.000,527.0,G8,2001-09-14T06:24:00.000,0.0106,0.00608,,7.11,50.0,10.2,48.9,None,,,,,,,70.0,0,6590048.062707307,1040.0,6590048.062707307,7e-06
3949,2001-09-14T18:37:00.000,2001-09-14T18:48:00.000,2001-09-14T19:24:00.000,5.51e-06,16.0,C5.5,SF,S31W36,9608,Yes,0,-1.0,0,-1.0,Yes,2001-09-14T18:31:54.000,372.0,G8,2001-09-14T19:24:00.000,0.0122,0.00763,,8.51,50.0,11.5,48.9,None,,,,,,,96.0,0,10958.123634130381,1040.0,10958.123634130381,5.7999999999999995e-06
3952,2001-09-15T10:56:00.000,2001-09-15T11:28:00.000,2001-09-15T14:01:00.000,1.5e-05,16.0,M1.4,1N,S21W49,9608,Yes,1,13.0,0,-1.0,Yes,2001-09-15T11:54:07.000,478.0,G8,2001-09-15T11:55:00.000,0.0386,0.0319,,12.5,49.9,14.7,48.9,ProtonFlare,2001-09-15T12:35:00.000,,,,,,130.0,1,22646.396523793763,1040.0,22646.396523793763,3.7000000000000005e-05
3953,2001-09-15T15:39:00.000,2001-09-15T15:59:00.000,2001-09-15T16:11:00.000,1.32e-05,-1.0,M1.3,1F,S13E27,9616,Yes,0,-1.0,0,-1.0,Yes,2001-09-15T16:30:07.000,464.0,G8,2001-09-15T16:11:00.000,0.0154,0.0122,,11.4,50.0,13.9,48.9,None,,,,,,,67.0,0,218064.3051181908,1040.0,218064.3051181908,3.7000000000000005e-05
3954,2001-09-15T20:06:00.000,2001-09-15T20:33:00.000,2001-09-15T20:48:00.000,8.89e-06,-1.0,C8.8,SF,S29W59,9608,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-09-15T20:48:00.000,0.0114,0.00699,,12.2,49.8,14.4,48.8,None,,,,,,,,0,13810.461633569243,1040.0,13810.461633569243,3.7000000000000005e-05
3955,2001-09-16T03:35:00.000,2001-09-16T03:53:00.000,2001-09-16T04:18:00.000,5.65e-05,16.0,M5.6,2N,S29W54,9608,Yes,0,-1.0,0,-1.0,Yes,2001-09-16T03:54:07.000,368.0,G8,2001-09-16T04:18:00.000,0.0889,0.0793,,14.1,50.2,15.7,49.5,None,,,,,,,17.0,0,10583.959271819656,1040.0,10583.959271819656,1.5000000000000002e-05
3956,2001-09-16T13:30:00.000,2001-09-16T13:53:00.000,2001-09-16T14:05:00.000,8.96e-06,16.0,C8.9,1F,S13E15,9616,Yes,0,-1.0,0,-1.0,Yes,2001-09-16T14:30:05.000,584.0,G8,2001-09-16T14:05:00.000,0.0116,0.00766,,9.04,49.9,12.0,48.8,None,,,,,,,68.0,0,3111972.877963372,1040.0,3111972.877963372,5.6e-05
